date,10,20,16,24,39,80,131,84,138,35,21,83,13,38,85,22,is_open,holidays,gaestezahlen,arrival,departure,temperature,precipitation,cloud_cover,wind_speed,wind_direction
2021-06-14,1101.0,770.0,682.0,493.0,329.0,298.0,433.0,245.0,300.0,297.0,231.0,177.0,227.0,175.0,118.0,182.0,57.0,0.0,439200.0,20.0,19.0,48434.29,0.5700000000000001,7136.0,673.64,34425.0
2021-06-21,1070.0,665.0,456.0,397.0,276.0,263.0,426.0,204.0,316.0,260.0,195.0,177.0,177.0,151.0,148.0,180.0,49.0,48.0,403200.0,21.0,22.0,48728.25,24.330000000000002,10834.0,900.34,28654.0
2021-06-28,1167.0,687.0,472.0,392.0,256.0,283.0,337.0,163.0,226.0,323.0,172.0,188.0,188.0,123.0,154.0,192.0,52.0,696.0,412800.0,24.0,23.0,48505.26,4.81,10617.0,656.95,33100.0
2021-07-05,1298.0,693.0,522.0,469.0,308.0,341.0,350.0,263.0,225.0,269.0,210.0,197.0,206.0,143.0,174.0,206.0,57.0,864.0,462000.0,29.0,27.0,48747.26,56.11,12778.0,662.8,32195.0
2021-07-12,1641.0,744.0,683.0,532.0,483.0,418.0,271.0,305.0,167.0,362.0,242.0,232.0,233.0,159.0,150.0,183.0,49.0,1008.0,526800.0,32.0,30.0,48960.24,12.969999999999999,12911.0,748.0,29943.0
2021-07-19,2039.0,1197.0,1164.0,737.0,798.0,653.0,487.0,498.0,264.0,432.0,314.0,276.0,354.0,338.0,244.0,342.0,58.0,1080.0,597600.0,32.0,28.0,49055.96,17.33,9466.0,993.44,40139.0
2021-07-26,2185.0,1151.0,1251.0,939.0,895.0,552.0,481.0,461.0,288.0,348.0,402.0,289.0,284.0,312.0,259.0,308.0,57.0,1920.0,628800.0,32.0,28.0,48976.54,11.4,11398.0,706.02,37489.0
2021-08-02,2596.0,1352.0,1295.0,1165.0,1117.0,719.0,579.0,552.0,253.0,487.0,348.0,291.0,332.0,293.0,263.0,356.0,58.0,2472.0,633600.0,32.0,28.0,48817.88,40.95,10970.0,1234.19,40493.0
2021-08-09,2415.0,1152.0,1162.0,1101.0,1144.0,727.0,531.0,559.0,322.0,404.0,259.0,328.0,284.0,292.0,264.0,273.0,57.0,2112.0,590400.0,33.0,27.0,48745.24,28.21,11068.0,920.95,28170.0
2021-08-16,2152.0,1091.0,1308.0,912.0,1062.0,728.0,621.0,551.0,261.0,430.0,264.0,283.0,348.0,316.0,259.0,305.0,57.0,1848.0,598800.0,30.0,30.0,48851.92,34.71,11296.0,972.41,40232.0
2021-08-23,2052.0,1026.0,968.0,824.0,1049.0,630.0,544.0,497.0,304.0,443.0,304.0,289.0,285.0,301.0,273.0,246.0,59.0,1704.0,612000.0,32.0,28.0,48759.19,50.15,11352.0,1098.3,31825.0
2021-08-30,1819.0,1016.0,1181.0,604.0,908.0,586.0,535.0,476.0,306.0,388.0,285.0,244.0,267.0,332.0,227.0,230.0,57.0,1464.0,572400.0,30.0,27.0,48745.57,14.61,11363.0,1218.73,14023.0
2021-09-06,1275.0,797.0,826.0,552.0,634.0,455.0,525.0,432.0,257.0,370.0,248.0,227.0,223.0,286.0,236.0,245.0,57.0,696.0,516000.0,27.0,26.0,48618.94,0.0,10041.0,617.93,38806.0
2021-09-13,1382.0,695.0,644.0,456.0,490.0,393.0,449.0,370.0,295.0,385.0,247.0,188.0,213.0,291.0,215.0,202.0,57.0,288.0,446400.0,22.0,23.0,48910.57,8.26,9805.0,707.92,34032.0
2021-09-20,1146.0,603.0,687.0,386.0,296.0,355.0,622.0,260.0,385.0,320.0,242.0,225.0,207.0,166.0,196.0,165.0,58.0,0.0,360000.0,19.0,19.0,48601.97,6.63,11308.0,886.17,32347.0
2021-09-27,1137.0,693.0,677.0,263.0,182.0,320.0,532.0,244.0,324.0,376.0,242.0,196.0,241.0,171.0,178.0,160.0,56.0,0.0,364800.0,18.0,17.0,48722.89,9.42,12571.0,1101.44,38844.0
2021-10-04,914.0,497.0,404.0,140.0,135.0,233.0,462.0,218.0,267.0,246.0,194.0,168.0,175.0,123.0,176.0,129.0,49.0,120.0,367200.0,19.0,18.0,48139.23,69.25,14045.0,1377.14,34282.0
2021-10-11,1321.0,750.0,648.0,265.0,320.0,425.0,548.0,296.0,364.0,349.0,336.0,190.0,234.0,195.0,165.0,245.0,48.0,576.0,429600.0,25.0,25.0,47875.06,4.62,9581.0,904.51,29907.0
2021-10-18,1962.0,1054.0,1023.0,458.0,740.0,648.0,582.0,489.0,338.0,490.0,388.0,203.0,302.0,224.0,241.0,228.0,44.0,1152.0,470400.0,28.0,26.0,47909.52,24.150000000000002,13806.0,1222.47,46010.0
2021-10-25,1705.0,926.0,923.0,323.0,553.0,552.0,362.0,362.0,283.0,399.0,249.0,178.0,248.0,193.0,185.0,238.0,42.0,1296.0,448800.0,23.0,21.0,47636.78,56.31,12331.0,1477.72,39470.0
2021-11-01,1182.0,682.0,767.0,255.0,222.0,367.0,380.0,230.0,262.0,275.0,222.0,152.0,167.0,134.0,133.0,171.0,44.0,744.0,350400.0,21.0,19.0,47866.03,30.32,10909.0,1331.51,33014.0
2021-11-08,667.0,430.0,332.0,153.0,116.0,202.0,245.0,173.0,174.0,152.0,105.0,80.0,113.0,86.0,123.0,126.0,43.0,336.0,204000.0,17.0,17.0,47280.07,17.18,12946.0,1184.03,39779.0
2021-11-15,463.0,260.0,253.0,126.0,60.0,129.0,258.0,160.0,184.0,91.0,92.0,71.0,90.0,37.0,74.0,72.0,46.0,0.0,124800.0,12.0,12.0,47301.06,5.29,15698.0,921.1,28675.0
2021-11-22,388.0,269.0,131.0,125.0,58.0,113.0,185.0,79.0,142.0,59.0,78.0,40.0,89.0,21.0,46.0,80.0,45.0,24.0,93600.0,15.0,15.0,47288.79,8.05,12640.0,1230.0,39276.0
2021-11-29,299.0,183.0,173.0,132.0,46.0,97.0,128.0,87.0,120.0,77.0,86.0,65.0,77.0,32.0,64.0,54.0,47.0,0.0,72000.0,12.0,13.0,46847.72,18.64,14247.0,989.54,37973.0
2021-12-06,339.0,178.0,184.0,110.0,53.0,64.0,100.0,70.0,130.0,74.0,48.0,31.0,57.0,28.0,49.0,69.0,46.0,0.0,54000.0,13.0,12.0,46549.61,25.78,15027.0,1491.55,34504.0
2021-12-13,329.0,189.0,146.0,56.0,27.0,58.0,140.0,67.0,119.0,66.0,48.0,26.0,41.0,23.0,40.0,52.0,47.0,0.0,66000.0,12.0,13.0,46575.3,7.7,14324.0,1142.1,32057.0
2021-12-20,429.0,236.0,217.0,106.0,39.0,76.0,128.0,74.0,114.0,82.0,57.0,34.0,52.0,39.0,52.0,62.0,47.0,0.0,37200.0,15.0,14.0,47151.83,0.51,12863.0,879.0,43275.0
2021-12-27,559.0,302.0,355.0,186.0,103.0,154.0,115.0,92.0,147.0,132.0,71.0,22.0,95.0,77.0,66.0,115.0,36.0,1920.0,84000.0,14.0,14.0,45808.63,13.8,11119.0,1014.71,27253.0
2022-01-03,821.0,526.0,575.0,253.0,168.0,213.0,309.0,151.0,224.0,220.0,140.0,121.0,145.0,83.0,135.0,135.0,44.0,2280.0,327600.0,20.0,19.0,47414.65,49.1,14353.0,1353.58,36502.0
2022-01-10,416.0,256.0,198.0,115.0,140.0,46.0,141.0,48.0,112.0,118.0,61.0,14.0,93.0,67.0,100.0,67.0,29.0,960.0,84000.0,20.0,20.0,46515.83,22.35,12024.0,1256.58,41244.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,46633.54,0.47,13568.0,1119.82,43172.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,46722.35,5.65,13456.0,1260.06,47371.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,15.0,15.0,46769.72,5.8,13439.0,1587.27,44592.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,14.0,14.0,46851.67,34.9,13636.0,1737.49,44831.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,31200.0,17.0,17.0,46825.65,5.9,13700.0,1414.55,39558.0
2022-02-21,220.0,112.0,104.0,55.0,41.0,63.0,80.0,78.0,74.0,51.0,40.0,40.0,48.0,31.0,25.0,21.0,19.0,528.0,238800.0,14.0,14.0,46941.52,75.94,13457.0,2012.23,41410.0
2022-02-28,352.0,200.0,222.0,143.0,89.0,101.0,151.0,109.0,96.0,63.0,75.0,87.0,83.0,72.0,50.0,42.0,32.0,408.0,244800.0,17.0,18.0,46750.64,17.64,6148.0,1382.59,37235.0
2022-03-07,619.0,294.0,322.0,103.0,161.0,148.0,199.0,172.0,170.0,145.0,112.0,127.0,86.0,94.0,111.0,72.0,46.0,144.0,242400.0,14.0,14.0,46381.47,0.0,6730.0,759.57,17850.0
2022-03-14,554.0,315.0,241.0,192.0,123.0,169.0,194.0,148.0,170.0,109.0,107.0,104.0,83.0,76.0,106.0,83.0,44.0,168.0,242400.0,16.0,16.0,46886.18,8.16,6724.0,1087.18,24323.0
2022-03-21,565.0,332.0,307.0,142.0,109.0,119.0,216.0,119.0,154.0,108.0,139.0,110.0,96.0,69.0,101.0,83.0,46.0,96.0,242400.0,16.0,16.0,47035.95,10.06,6446.0,996.03,22779.0
2022-03-28,543.0,381.0,347.0,127.0,124.0,147.0,265.0,155.0,186.0,189.0,180.0,137.0,98.0,93.0,131.0,103.0,39.0,0.0,243600.0,17.0,16.0,46910.47,0.0,4234.0,555.88,33284.0
2022-04-04,617.0,350.0,340.0,128.0,160.0,153.0,224.0,148.0,202.0,150.0,122.0,102.0,97.0,88.0,108.0,89.0,45.0,72.0,295200.0,19.0,21.0,46564.77,14.97,14189.0,1263.83,27073.0
2022-04-11,780.0,458.0,498.0,244.0,221.0,275.0,188.0,141.0,208.0,164.0,146.0,164.0,150.0,89.0,126.0,130.0,49.0,696.0,453600.0,22.0,21.0,46977.2,31.59,12272.0,1443.52,43031.0
2022-04-18,1790.0,943.0,1092.0,400.0,576.0,573.0,278.0,416.0,238.0,259.0,255.0,263.0,215.0,243.0,233.0,219.0,59.0,2112.0,564000.0,22.0,23.0,47490.1,0.53,10091.0,925.65,27494.0
2022-04-25,1114.0,490.0,579.0,223.0,297.0,348.0,217.0,286.0,141.0,177.0,164.0,128.0,157.0,146.0,147.0,146.0,46.0,1248.0,477600.0,23.0,23.0,47522.05,0.5800000000000001,4049.0,1176.39,10618.0
2022-05-02,548.0,451.0,284.0,78.0,113.0,120.0,176.0,190.0,128.0,134.0,111.0,108.0,98.0,92.0,122.0,74.0,46.0,0.0,304800.0,21.0,21.0,47293.57,0.0,9112.0,641.75,38296.0
2022-05-09,561.0,325.0,318.0,119.0,93.0,120.0,150.0,157.0,87.0,160.0,126.0,77.0,87.0,88.0,97.0,68.0,44.0,0.0,285600.0,18.0,19.0,47581.95,2.36,10331.0,572.42,39232.0
2022-05-16,670.0,462.0,301.0,170.0,98.0,142.0,218.0,169.0,133.0,169.0,141.0,103.0,104.0,88.0,125.0,86.0,43.0,0.0,285600.0,18.0,17.0,48166.71,10.870000000000001,10986.0,984.79,34472.0
2022-05-23,755.0,474.0,482.0,186.0,164.0,222.0,238.0,190.0,153.0,186.0,137.0,163.0,118.0,98.0,145.0,104.0,47.0,48.0,433200.0,20.0,18.0,48380.03,24.14,12618.0,810.44,33418.0
2022-05-30,1125.0,756.0,754.0,294.0,314.0,354.0,354.0,310.0,258.0,235.0,210.0,254.0,179.0,167.0,221.0,175.0,61.0,408.0,424800.0,28.0,25.0,47925.48,21.64,11644.0,1418.38,46813.0
2022-06-06,1008.0,524.0,699.0,272.0,256.0,328.0,244.0,268.0,215.0,199.0,156.0,176.0,156.0,103.0,167.0,155.0,54.0,96.0,454800.0,23.0,23.0,48009.71,29.78,10355.0,904.79,23390.0
2022-06-13,1710.0,989.0,956.0,354.0,432.0,535.0,440.0,475.0,335.0,357.0,272.0,241.0,282.0,216.0,255.0,259.0,63.0,456.0,523200.0,23.0,23.0,48352.31,13.08,9186.0,985.84,40018.0
2022-06-20,1273.0,736.0,672.0,276.0,478.0,376.0,319.0,411.0,262.0,280.0,226.0,214.0,186.0,221.0,208.0,147.0,63.0,240.0,480000.0,22.0,21.0,48436.14,14.27,11628.0,713.57,37384.0
2022-06-27,979.0,597.0,619.0,195.0,273.0,319.0,179.0,271.0,162.0,161.0,160.0,171.0,122.0,140.0,181.0,118.0,53.0,24.0,417600.0,29.0,27.0,48793.97,23.28,9820.0,679.15,30545.0
2022-07-04,1822.0,809.0,865.0,450.0,448.0,464.0,283.0,375.0,252.0,246.0,200.0,161.0,181.0,165.0,164.0,134.0,61.0,216.0,400800.0,31.0,29.0,48937.15,8.66,8991.0,851.07,31894.0
2022-07-11,1196.0,646.0,632.0,296.0,389.0,387.0,268.0,272.0,208.0,68.0,120.0,177.0,106.0,99.0,175.0,11.0,52.0,864.0,441600.0,33.0,29.0,48520.56,15.95,13265.0,1272.08,51184.0
2022-07-18,1529.0,716.0,883.0,389.0,483.0,443.0,291.0,424.0,172.0,230.0,205.0,202.0,179.0,199.0,220.0,124.0,52.0,1416.0,526800.0,31.0,27.0,48779.8,6.92,12858.0,867.74,45789.0
2022-07-25,1830.0,959.0,1273.0,549.0,677.0,501.0,314.0,443.0,151.0,159.0,211.0,333.0,185.0,272.0,250.0,3.0,54.0,1920.0,597600.0,33.0,27.0,49127.88,15.92,10746.0,854.62,38925.0
2022-08-01,1749.0,925.0,1205.0,464.0,609.0,530.0,295.0,493.0,157.0,267.0,239.0,443.0,196.0,233.0,265.0,0.0,52.0,2496.0,616800.0,31.0,27.0,48736.44,15.84,12290.0,891.31,38378.0
2022-08-08,1761.0,971.0,1077.0,558.0,582.0,500.0,267.0,551.0,120.0,176.0,232.0,369.0,222.0,269.0,268.0,0.0,49.0,2688.0,624000.0,36.0,25.0,48952.47,4.3500000000000005,8809.0,723.23,40919.0
2022-08-15,1587.0,965.0,1200.0,470.0,595.0,502.0,272.0,571.0,119.0,150.0,232.0,331.0,233.0,269.0,268.0,0.0,49.0,2448.0,590400.0,31.0,26.0,49438.39,4.95,5532.0,708.79,12795.0
2022-08-22,1289.0,750.0,985.0,405.0,528.0,455.0,329.0,490.0,127.0,253.0,237.0,242.0,172.0,245.0,231.0,24.0,50.0,1944.0,598800.0,33.0,29.0,49025.21,14.63,9819.0,641.91,34069.0
2022-08-29,1114.0,721.0,901.0,316.0,603.0,355.0,356.0,394.0,184.0,234.0,177.0,227.0,170.0,204.0,218.0,77.0,49.0,1200.0,612000.0,31.0,27.0,49226.76,2.48,8979.0,1011.13,34153.0
2022-09-05,773.0,514.0,609.0,276.0,409.0,211.0,197.0,285.0,102.0,183.0,138.0,211.0,117.0,136.0,174.0,74.0,40.0,624.0,572400.0,24.0,23.0,48917.92,0.0,9200.0,1120.28,14895.0
2022-09-12,808.0,661.0,503.0,235.0,265.0,253.0,290.0,338.0,150.0,200.0,111.0,210.0,110.0,109.0,218.0,61.0,48.0,288.0,492000.0,23.0,23.0,48656.42,28.93,12683.0,768.1899999999999,22038.0
2022-09-19,774.0,520.0,299.0,127.0,230.0,214.0,294.0,288.0,189.0,202.0,98.0,210.0,115.0,93.0,173.0,70.0,50.0,0.0,360000.0,20.0,19.0,48285.21,66.52,12000.0,1500.01,51904.0
2022-09-26,777.0,469.0,292.0,159.0,177.0,215.0,214.0,250.0,178.0,218.0,90.0,232.0,107.0,81.0,174.0,62.0,49.0,0.0,364800.0,20.0,19.0,48002.17,22.96,11605.0,819.0,37310.0
2022-10-03,857.0,537.0,370.0,178.0,223.0,228.0,251.0,267.0,170.0,218.0,126.0,189.0,129.0,94.0,157.0,74.0,48.0,0.0,412800.0,21.0,22.0,47860.53,47.54,11720.0,989.26,44723.0
2022-10-10,501.0,309.0,164.0,64.0,129.0,135.0,140.0,141.0,67.0,76.0,47.0,94.0,62.0,44.0,68.0,39.0,16.0,240.0,408000.0,26.0,25.0,48020.68,6.13,9340.0,1341.23,37711.0
2022-10-17,1318.0,662.0,582.0,289.0,371.0,414.0,285.0,404.0,219.0,225.0,171.0,237.0,173.0,135.0,200.0,96.0,48.0,672.0,352800.0,26.0,26.0,47890.97,11.67,11538.0,944.61,35956.0
2022-10-24,1347.0,660.0,652.0,286.0,322.0,361.0,308.0,353.0,226.0,242.0,179.0,223.0,128.0,115.0,180.0,91.0,50.0,1152.0,367200.0,25.0,22.0,47974.590000000004,26.17,14236.0,1034.75,31537.0
2022-10-31,1146.0,601.0,265.0,384.0,323.0,297.0,237.0,334.0,207.0,198.0,121.0,182.0,139.0,99.0,150.0,87.0,38.0,1464.0,350400.0,20.0,20.0,48203.0,2.3899999999999997,13043.0,916.54,33465.0
2022-11-07,495.0,325.0,174.0,91.0,190.0,121.0,121.0,205.0,63.0,131.0,72.0,102.0,58.0,80.0,101.0,57.0,37.0,624.0,204000.0,16.0,16.0,47746.45,18.11,12442.0,1499.63,35289.0
2022-11-14,290.0,245.0,146.0,65.0,61.0,54.0,150.0,125.0,102.0,66.0,62.0,88.0,56.0,40.0,85.0,16.0,38.0,0.0,124800.0,13.0,12.0,47573.7,2.77,12386.0,1249.62,30891.0
2022-11-21,223.0,133.0,90.0,70.0,41.0,46.0,48.0,57.0,64.0,37.0,46.0,43.0,42.0,35.0,51.0,5.0,31.0,24.0,93600.0,14.0,14.0,46597.87,32.26,13448.0,1302.03,19797.0
2022-11-28,265.0,141.0,73.0,45.0,35.0,38.0,119.0,64.0,74.0,55.0,43.0,36.0,29.0,25.0,35.0,0.0,39.0,0.0,72000.0,15.0,14.0,46901.35,29.44,11670.0,1167.49,30030.0
2022-12-05,351.0,199.0,87.0,42.0,47.0,45.0,173.0,79.0,109.0,74.0,46.0,43.0,63.0,38.0,46.0,4.0,43.0,0.0,54000.0,14.0,14.0,46566.7,7.8100000000000005,16312.0,1133.97,12831.0
2022-12-12,443.0,211.0,106.0,77.0,54.0,46.0,115.0,92.0,105.0,75.0,83.0,58.0,72.0,37.0,65.0,9.0,44.0,0.0,66000.0,13.0,13.0,46061.69,9.45,13536.0,865.94,36969.0
2022-12-19,264.0,120.0,73.0,30.0,37.0,29.0,72.0,57.0,68.0,50.0,38.0,27.0,42.0,23.0,41.0,0.0,36.0,0.0,37200.0,12.0,12.0,45759.69,6.220000000000001,12482.0,1068.1,32339.0
2022-12-26,271.0,110.0,161.0,51.0,38.0,53.0,54.0,54.0,68.0,43.0,27.0,27.0,51.0,30.0,36.0,34.0,16.0,1776.0,67200.0,14.0,14.0,46993.24,15.110000000000001,14182.0,1011.07,34968.0
2023-01-02,652.0,464.0,488.0,204.0,137.0,144.0,239.0,183.0,198.0,167.0,133.0,110.0,133.0,68.0,91.0,96.0,52.0,2688.0,318000.0,16.0,17.0,47283.62,41.41,14048.0,1624.95,37629.0
2023-01-09,452.0,374.0,6.0,36.0,58.0,61.0,147.0,125.0,127.0,129.0,98.0,76.0,127.0,42.0,86.0,80.0,40.0,1032.0,141600.0,21.0,20.0,47169.02,25.48,12278.0,1353.6,36525.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,47003.91,44.89,13187.0,1654.29,36971.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,46165.12,6.83,12619.0,1099.84,28094.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,14.0,12.0,46371.01,5.0200000000000005,13775.0,1070.52,32607.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,7200.0,16.0,16.0,46791.68,17.43,12463.0,1417.28,37392.0
2023-02-13,137.0,81.0,74.0,47.0,27.0,44.0,110.0,54.0,62.0,42.0,46.0,29.0,45.0,26.0,53.0,40.0,24.0,336.0,55200.0,13.0,13.0,46508.04,0.32,11924.0,908.61,38475.0
2023-02-20,549.0,335.0,223.0,148.0,65.0,88.0,129.0,109.0,70.0,112.0,118.0,98.0,91.0,58.0,87.0,48.0,25.0,432.0,162000.0,14.0,14.0,46968.5,11.35,13034.0,1147.86,37272.0
2023-02-27,622.0,448.0,265.0,133.0,134.0,191.0,207.0,166.0,171.0,95.0,98.0,135.0,101.0,76.0,92.0,89.0,45.0,288.0,216000.0,13.0,13.0,46810.53,7.73,11952.0,1101.05,29090.0
2023-03-06,302.0,209.0,103.0,67.0,32.0,45.0,87.0,44.0,69.0,50.0,62.0,38.0,46.0,35.0,38.0,33.0,31.0,24.0,81600.0,17.0,13.0,46502.99,6.03,12095.0,838.0,36355.0
2023-03-13,380.0,246.0,114.0,88.0,16.0,53.0,104.0,80.0,97.0,71.0,59.0,83.0,64.0,35.0,61.0,42.0,36.0,168.0,88800.0,14.0,13.0,46427.35,9.06,13031.0,1279.37,33351.0
2023-03-20,359.0,199.0,147.0,89.0,44.0,54.0,96.0,115.0,90.0,64.0,83.0,102.0,55.0,32.0,80.0,46.0,32.0,96.0,87600.0,16.0,13.0,47067.95,11.29,13163.0,1055.99,37161.0
2023-03-27,427.0,218.0,185.0,78.0,36.0,52.0,128.0,93.0,73.0,71.0,60.0,109.0,75.0,38.0,71.0,40.0,30.0,48.0,140400.0,21.0,22.0,47031.26,31.37,11857.0,1401.01,40936.0
2023-04-03,979.0,504.0,359.0,167.0,80.0,160.0,179.0,161.0,116.0,104.0,118.0,144.0,96.0,63.0,92.0,99.0,44.0,576.0,387600.0,26.0,26.0,47038.44,16.47,11500.0,1171.88,25907.0
2023-04-10,1611.0,769.0,860.0,407.0,386.0,419.0,235.0,555.0,215.0,271.0,220.0,333.0,196.0,187.0,238.0,156.0,59.0,2112.0,530400.0,25.0,17.0,47015.24,3.73,10109.0,813.25,18131.0
2023-04-17,962.0,476.0,380.0,183.0,203.0,242.0,137.0,305.0,154.0,173.0,93.0,198.0,113.0,139.0,150.0,101.0,36.0,1272.0,466800.0,25.0,23.0,47193.46,22.41,9995.0,968.17,22417.0
2023-04-24,588.0,339.0,224.0,84.0,110.0,138.0,154.0,201.0,96.0,147.0,98.0,142.0,96.0,76.0,140.0,53.0,40.0,240.0,250800.0,19.0,17.0,47536.46,16.669999999999998,8359.0,1175.29,20092.0
2023-05-01,322.0,258.0,157.0,68.0,73.0,113.0,107.0,176.0,97.0,120.0,82.0,114.0,89.0,45.0,112.0,41.0,40.0,0.0,304800.0,22.0,20.0,47133.35,7.0200000000000005,9535.0,948.21,38091.0
2023-05-08,490.0,365.0,184.0,99.0,131.0,121.0,125.0,224.0,123.0,155.0,114.0,184.0,94.0,56.0,149.0,96.0,56.0,0.0,285600.0,19.0,19.0,47595.62,14.17,12381.0,1005.0600000000001,25252.0
2023-05-15,447.0,337.0,262.0,116.0,120.0,100.0,113.0,210.0,109.0,72.0,79.0,186.0,62.0,51.0,137.0,54.0,50.0,48.0,315600.0,19.0,17.0,47906.89,31.48,12444.0,776.46,22400.0
2023-05-22,1208.0,768.0,456.0,258.0,270.0,272.0,185.0,458.0,216.0,196.0,160.0,330.0,132.0,104.0,249.0,145.0,57.0,384.0,454800.0,28.0,25.0,47836.57,17.55,11388.0,1019.73,26208.0
2023-05-29,876.0,546.0,442.0,180.0,215.0,231.0,275.0,327.0,118.0,154.0,144.0,158.0,108.0,95.0,186.0,76.0,49.0,96.0,447600.0,25.0,25.0,47764.91,0.21,8833.0,1134.14,34115.0
2023-06-05,1352.0,776.0,809.0,352.0,437.0,390.0,300.0,536.0,196.0,279.0,244.0,276.0,192.0,179.0,258.0,121.0,58.0,648.0,442800.0,25.0,25.0,47899.95,0.11,7137.0,882.14,23454.0
2023-06-12,1269.0,677.0,591.0,331.0,339.0,317.0,276.0,455.0,176.0,237.0,159.0,345.0,150.0,176.0,269.0,119.0,50.0,240.0,450000.0,21.0,22.0,48369.33,0.0,4593.0,962.7,17820.0
2023-06-19,1085.0,517.0,509.0,216.0,292.0,263.0,234.0,315.0,188.0,192.0,221.0,240.0,162.0,124.0,194.0,108.0,42.0,0.0,388800.0,21.0,20.0,48724.08,0.4,6846.0,820.6,25151.0
2023-06-26,900.0,497.0,440.0,204.0,258.0,272.0,162.0,278.0,142.0,178.0,150.0,251.0,117.0,116.0,151.0,77.0,38.0,120.0,394800.0,23.0,24.0,48985.71,17.22,9294.0,741.01,32007.0
2023-07-03,959.0,524.0,455.0,187.0,344.0,322.0,190.0,286.0,165.0,149.0,141.0,248.0,98.0,148.0,160.0,61.0,44.0,168.0,441600.0,28.0,28.0,48737.11,21.6,11386.0,1185.99,42580.0
2023-07-10,1550.0,805.0,771.0,322.0,564.0,407.0,246.0,425.0,149.0,273.0,248.0,285.0,174.0,227.0,268.0,99.0,51.0,576.0,526800.0,31.0,29.0,48892.62,45.55,8042.0,1035.59,32531.0
2023-07-17,1960.0,1056.0,953.0,416.0,601.0,450.0,303.0,554.0,242.0,370.0,268.0,270.0,233.0,294.0,400.0,151.0,63.0,1416.0,597600.0,32.0,31.0,48995.5,26.56,10003.0,1080.98,36082.0
2023-07-24,2165.0,1304.0,959.0,415.0,661.0,541.0,393.0,654.0,366.0,423.0,308.0,397.0,270.0,317.0,376.0,206.0,63.0,1920.0,628800.0,29.0,30.0,48582.33,37.97,11669.0,923.7,42168.0
2023-07-31,2253.0,1196.0,1096.0,537.0,720.0,648.0,408.0,753.0,332.0,469.0,297.0,457.0,269.0,305.0,163.0,164.0,63.0,2496.0,633600.0,33.0,30.0,48632.08,40.19,12479.0,954.17,40755.0
2023-08-07,1625.0,948.0,730.0,347.0,534.0,455.0,317.0,452.0,216.0,318.0,152.0,304.0,187.0,258.0,193.0,119.0,54.0,2616.0,590400.0,29.0,29.0,48677.82,49.28,12260.0,1084.45,40438.0
2023-08-14,2102.0,1113.0,876.0,477.0,757.0,547.0,265.0,684.0,249.0,413.0,263.0,373.0,277.0,332.0,353.0,194.0,63.0,2520.0,598800.0,31.0,27.0,48818.56,24.009999999999998,9368.0,939.23,39415.0
2023-08-21,2006.0,1195.0,767.0,473.0,721.0,450.0,300.0,642.0,279.0,447.0,316.0,334.0,307.0,312.0,346.0,178.0,63.0,2040.0,612000.0,29.0,29.0,48973.78,2.58,9178.0,767.75,28774.0
2023-08-28,1684.0,1069.0,816.0,411.0,701.0,488.0,368.0,645.0,259.0,331.0,319.0,324.0,258.0,328.0,228.0,173.0,63.0,1344.0,572400.0,32.0,29.0,48806.48,38.74,10476.0,710.82,38631.0
2023-09-04,1457.0,906.0,697.0,305.0,495.0,426.0,296.0,468.0,300.0,377.0,266.0,292.0,228.0,239.0,199.0,154.0,63.0,624.0,516000.0,27.0,25.0,48570.65,19.62,10684.0,646.41,42180.0
2023-09-11,973.0,609.0,449.0,219.0,242.0,242.0,237.0,300.0,180.0,251.0,200.0,210.0,149.0,180.0,210.0,120.0,63.0,288.0,446400.0,22.0,22.0,49244.65,0.0,3437.0,646.23,25945.0
