Verkehrstage;Starthafen;Abfahrt;Schiff;Zielhafen;Ankunft;Verkehrsart;Bezeichnung;Rundfahrt;Kapazität;Sicht+buchbar;Handkasse;Automat;Spezial;Urlaubsservice;Kurbeitragskontrolle;Banderole ;Ein-Aussteiger
30.05.2018;NS;09:45:00;SP4;SP;10:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
31.05.2018;NS;10:10:00;SP4;SP;10:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
01.06.2018;NS;10:50:00;SP4;SP;11:30:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
04.06.2018;NS;06:10:00;SP4;SP;06:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
05.06.2018;NS;06:45:00;SP4;SP;07:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
06.06.2018;NS;07:30:00;SP4;SP;08:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
07.06.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
08.06.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
11.06.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
12.06.2018;NS;07:30:00;SP4;SP;08:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
13.06.2018;NS;08:10:00;SP4;SP;08:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
14.06.2018;NS;09:00:00;SP4;SP;09:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
14.06.2018;NS;14:00:00;SP4;SP;14:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
15.06.2018;NS;10:00:00;SP4;SP;10:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
18.06.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
19.06.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
20.06.2018;NS;05:45:00;SP4;SP;06:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
21.06.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
22.06.2018;NS;07:10:00;SP4;SP;07:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
25.06.2018;NS;07:45:00;SP4;SP;08:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
26.06.2018;NS;07:45:00;SP4;SP;08:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
27.06.2018;NS;08:30:00;SP4;SP;09:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
28.06.2018;NS;09:10:00;SP4;SP;09:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
29.06.2018;NS;09:50:00;SP4;SP;10:30:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
30.06.2018;NS;10:15:00;SP4;SP;10:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
02.07.2018;NS;11:10:00;SP4;SP;11:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
03.07.2018;NS;11:50:00;SP4;SP;12:30:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
04.07.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
05.07.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
06.07.2018;NS;05:45:00;SP4;SP;06:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
07.07.2018;NS;06:30:00;SP4;SP;07:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
09.07.2018;NS;08:10:00;SP4;SP;08:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
10.07.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
11.07.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
12.07.2018;NS;07:45:00;SP4;SP;08:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
13.07.2018;NS;08:45:00;SP4;SP;09:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
14.07.2018;NS;09:50:00;SP4;SP;10:30:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
16.07.2018;NS;11:15:00;SP4;SP;11:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
17.07.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
18.07.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
19.07.2018;NS;07:30:00;SP4;SP;08:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
20.07.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
23.07.2018;NS;07:10:00;SP4;SP;07:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
24.07.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
25.07.2018;NS;08:00:00;SP4;SP;08:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
26.07.2018;NS;08:00:00;SP4;SP;08:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
27.07.2018;NS;08:45:00;SP4;SP;09:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
28.07.2018;NS;09:30:00;SP4;SP;10:10:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
30.07.2018;NS;10:30:00;SP4;SP;11:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
31.07.2018;NS;11:00:00;SP4;SP;11:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
01.08.2018;NS;11:30:00;SP4;SP;12:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
02.08.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
03.08.2018;NS;06:45:00;SP4;SP;07:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
06.08.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
07.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
08.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
09.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
