Verkehrstage;Starthafen;;SchSP1ff;Zielhafen;Ankunft;Verkehrsart;Bezeichnung;Rundfahrt;Kapazität;Sicht+buchbar;Handkasse;Automat;Spezial;Urlaubsservice;Kurbeitragskontrolle;Banderole ;Ein-Aussteiger
30.08.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
30.08.2020;NS;20:10:00;SP2;SP;20:50:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
31.08.2020;NS;09:00:00;SP2;SP;09:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
31.08.2020;NS;20:45:00;SP2;SP;21:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
01.09.2020;NS;09:40:00;SP2;SP;10:20:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
02.09.2020;NS;10:15:00;SP2;SP;10:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
03.09.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
03.09.2020;NS;16:00:00;SP2;SP;16:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
04.09.2020;NS;11:15:00;SP2;SP;11:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
04.09.2020;NS;16:30:00;SP2;SP;17:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
06.09.2020;NS;12:15:00;SP2;SP;12:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
06.09.2020;NS;17:30:00;SP2;SP;18:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
09.09.2020;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
09.09.2020;NS;19:00:00;SP2;SP;19:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
10.09.2020;NS;14:00:00;SP2;SP;14:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
10.09.2020;NS;19:40:00;SP2;SP;20:20:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
11.09.2020;NS;14:30:00;SP2;SP;15:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
11.09.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
12.09.2020;NS;08:45:00;SP2;SP;09:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
12.09.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
13.09.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
13.09.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
01.10.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
02.10.2020;NS;10:20:00;SP2;SP;11:00:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
02.10.2020;NS;15:40:00;SP2;SP;16:20:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
05.10.2020;NS;12:00:00;SP2;SP;12:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
05.10.2020;NS;17:00:00;SP2;SP;17:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
06.10.2020;NS;12:15:00;SP2;SP;12:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
09.10.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
10.10.2020;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
10.10.2020;NS;19:45:00;SP2;SP;20:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
12.10.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
12.10.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
13.10.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
13.10.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
14.10.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
14.10.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
15.10.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
15.10.2020;NS;19:45:00;SP2;SP;20:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
16.10.2020;NS;09:15:00;SP2;SP;09:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
16.10.2020;NS;14:30:00;SP2;SP;15:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
17.10.2020;NS;10:00:00;SP2;SP;10:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
18.10.2020;NS;16:00:00;SP2;SP;16:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
19.10.2020;NS;11:40:00;SP2;SP;12:20:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
19.10.2020;NS;16:45:00;SP2;SP;17:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
22.10.2020;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
22.10.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
23.10.2020;NS;14:15:00;SP2;SP;14:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
23.10.2020;NS;19:45:00;SP2;SP;20:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
24.10.2020;NS;08:30:00;SP2;SP;09:10:00;1;Fahrplan 2020;0;1;0;0;0;;0;0;Banderole 1;0
24.10.2020;NS;15:45:00;SP2;SP;16:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
24.10.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
25.10.2020;NS;14:00:00;SP2;SP;14:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
26.10.2020;NS;09:20:00;SP2;SP;10:00:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
26.10.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
27.10.2020;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
27.10.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
28.10.2020;NS;19:45:00;SP2;SP;20:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
29.10.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
30.10.2020;NS;20:30:00;SP2;SP;21:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
31.10.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;0;Banderole 1;0
04.11.2020;NS;10:40:00;SP2;SP;11:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
05.11.2020;NS;11:15:00;SP2;SP;11:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
05.11.2020;NS;16:40:00;SP2;SP;17:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
06.11.2020;NS;11:40:00;SP2;SP;12:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
06.11.2020;NS;17:15:00;SP2;SP;17:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
07.11.2020;NS;12:15:00;SP2;SP;12:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
07.11.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
08.11.2020;NS;13:00:00;SP2;SP;13:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
08.11.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.11.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.11.2020;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
13.11.2020;NS;11:45:00;SP2;SP;12:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
13.11.2020;NS;19:40:00;SP2;SP;20:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
14.11.2020;NS;11:45:00;SP2;SP;12:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
14.11.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
15.11.2020;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
19.11.2020;NS;16:45:00;SP2;SP;17:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
20.11.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
21.11.2020;NS;13:00:00;SP2;SP;13:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
21.11.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
22.11.2020;NS;13:40:00;SP2;SP;14:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
22.11.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
23.11.2020;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
23.11.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
24.11.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
26.11.2020;NS;10:40:00;SP2;SP;11:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
26.11.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
27.11.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
27.11.2020;NS;19:10:00;SP2;SP;19:50:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
28.11.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
28.11.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
29.11.2020;NS;12:40:00;SP2;SP;13:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
29.11.2020;NS;20:20:00;SP2;SP;21:00:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
30.11.2020;NS;09:40:00;SP2;SP;10:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
30.11.2020;NS;13:40:00;SP2;SP;14:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
01.12.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
01.12.2020;NS;14:40:00;SP2;SP;15:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
03.12.2020;NS;10:40:00;SP2;SP;11:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
03.12.2020;NS;15:40:00;SP2;SP;16:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
04.12.2020;NS;11:15:00;SP2;SP;11:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
04.12.2020;NS;16:30:00;SP2;SP;17:10:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
05.12.2020;NS;11:40:00;SP2;SP;12:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
05.12.2020;NS;17:00:00;SP2;SP;17:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
06.12.2020;NS;12:15:00;SP2;SP;12:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
06.12.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
07.12.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
08.12.2020;NS;14:00:00;SP2;SP;14:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
08.12.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
09.12.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
10.12.2020;NS;09:10:00;SP2;SP;09:50:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
10.12.2020;NS;17:40:00;SP2;SP;18:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
11.12.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
11.12.2020;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.12.2020;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.12.2020;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
13.12.2020;NS;11:40:00;SP2;SP;12:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
13.12.2020;NS;19:40:00;SP2;SP;20:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
14.12.2020;NS;13:30:00;SP2;SP;14:10:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
14.12.2020;NS;20:15:00;SP2;SP;20:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
15.12.2020;NS;09:00:00;SP2;SP;09:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
15.12.2020;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
11.01.2021;NS;18:00:00;SP2;SP;18:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.01.2021;NS;13:15:00;SP2;SP;13:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
12.01.2021;NS;20:00:00;SP2;SP;20:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
14.01.2021;NS;14:45:00;SP2;SP;15:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
15.01.2021;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
15.01.2021;NS;15:45:00;SP2;SP;16:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
16.01.2021;NS;11:15:00;SP2;SP;11:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
16.01.2021;NS;16:30:00;SP2;SP;17:10:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
17.01.2021;NS;12:00:00;SP2;SP;12:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
17.01.2021;NS;17:10:00;SP2;SP;17:50:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
18.01.2021;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
19.01.2021;NS;18:15:00;SP2;SP;18:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
20.01.2021;NS;18:40:00;SP2;SP;19:20:00;1;Fahrplan 2020;0;10;1;1;1;;1;0;Banderole 1;0
29.02.2020;SP;11:00:00;SP2;NS;11:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
29.02.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
01.03.2020;SP;11:25:00;SP2;NS;12:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
01.03.2020;SP;17:00:00;SP2;NS;17:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
02.03.2020;SP;12:25:00;SP2;NS;13:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
02.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
03.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
05.03.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
06.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
06.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
07.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
07.03.2020;SP;18:00:00;SP2;NS;18:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
08.03.2020;SP;10:25:00;SP2;NS;11:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
08.03.2020;SP;19:00:00;SP2;NS;19:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
09.03.2020;SP;13:00:00;SP2;NS;13:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
10.03.2020;SP;13:25:00;SP2;NS;14:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
12.03.2020;SP;15:00:00;SP2;NS;15:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
13.03.2020;SP;11:15:00;SP2;NS;11:55:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
13.03.2020;SP;16:00:00;SP2;NS;16:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
14.03.2020;SP;11:25:00;SP2;NS;12:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
14.03.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
15.03.2020;SP;12:00:00;SP2;NS;12:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
15.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
16.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
17.03.2020;SP;07:25:00;SP2;NS;08:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
17.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
18.03.2020;SP;07:25:00;SP2;NS;08:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
18.03.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
19.03.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
19.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
20.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
20.03.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
21.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
21.03.2020;SP;18:25:00;SP2;NS;19:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
22.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
22.03.2020;SP;19:10:00;SP2;NS;19:50:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
23.03.2020;SP;12:25:00;SP2;NS;13:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
24.03.2020;SP;13:25:00;SP2;NS;14:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
25.03.2020;SP;14:00:00;SP2;NS;14:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
26.03.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
26.03.2020;SP;14:25:00;SP2;NS;15:05:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
27.03.2020;SP;09:45:00;SP2;NS;10:25:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
27.03.2020;SP;15:00:00;SP2;NS;15:40:00;1;Fahrplan 2020;0;10;1;1;1;;1;1;Banderole 1;0
03.04.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
03.04.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
04.04.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
04.04.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
05.04.2020;SP;11:25:00;SP2;NS;12:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
05.04.2020;SP;18:45:00;SP2;NS;19:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
06.04.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
06.04.2020;SP;14:00:00;SP2;NS;14:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
07.04.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
09.04.2020;SP;15:00:00;SP2;NS;15:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
10.04.2020;SP;10:45:00;SP2;NS;11:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
11.04.2020;SP;11:15:00;SP2;NS;11:55:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
11.04.2020;SP;16:25:00;SP2;NS;17:05:00;1;Fahrplan 2020;0;1;0;0;0;;0;1;Banderole 1;0
12.04.2020;SP;12:00:00;SP2;NS;12:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
12.04.2020;SP;17:30:00;SP2;NS;18:10:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
13.04.2020;SP;12:25:00;SP2;NS;13:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
13.04.2020;SP;18:00:00;SP2;NS;18:40:00;1;Fahrplan 2020;0;1;0;0;0;;0;1;Banderole 1;0
14.04.2020;SP;07:25:00;SP2;NS;08:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
15.04.2020;SP;07:00:00;SP2;NS;07:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
16.04.2020;SP;08:00:00;SP2;NS;08:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
16.04.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
13.05.2020;SP;12:25:00;SP2;NS;13:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
13.05.2020;SP;18:00:00;SP2;NS;18:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
15.05.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
15.05.2020;SP;18:25:00;SP2;NS;19:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
19.05.2020;SP;19:00:00;SP2;NS;19:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
20.05.2020;SP;08:00:00;SP2;NS;08:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
21.05.2020;SP;08:25:00;SP2;NS;09:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
21.05.2020;SP;20:00:00;SP2;NS;20:40:00;1;Fahrplan 2020;0;1;0;0;0;;0;1;Banderole 1;0
22.05.2020;SP;08:45:00;SP2;NS;09:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
23.05.2020;SP;09:25:00;SP2;NS;10:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
24.05.2020;SP;09:45:00;SP2;NS;10:25:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
27.05.2020;SP;11:25:00;SP2;NS;12:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
29.05.2020;SP;07:00:00;SP2;NS;07:40:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
29.05.2020;SP;17:25:00;SP2;NS;18:05:00;1;Fahrplan 2020;0;1;1;1;1;;1;1;Banderole 1;0
