date,10,20,16,24,39,80,131,84,138,35,21,83,13,38,85,22,82,86,112,11,31,111,27,28,32,23,134,12,107,29,57,132,is_open,holidays,gaestezahlen,arrival,departure,temperature,precipitation,cloud_cover,wind_speed,wind_direction
2019-02-18 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,1.0,285.4,0.0,1.0,4.8,190.0
2019-02-18 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,287.16,0.0,4.0,4.75,190.0
2019-02-18 14:00:00,4.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,287.16,0.0,16.0,4.65,191.0
2019-02-18 15:00:00,7.0,0.0,1.0,0.0,4.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,287.16,0.0,46.0,4.59,198.0
2019-02-19 08:00:00,19.0,3.0,0.0,21.0,0.0,5.0,1.0,3.0,0.0,18.0,5.0,6.0,2.0,1.0,0.0,6.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,1.0,0.0,278.39,0.0,37.0,8.53,238.0
2019-02-19 09:00:00,19.0,7.0,0.0,5.0,0.0,7.0,2.0,3.0,2.0,0.0,3.0,2.0,6.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,279.12,0.0,53.0,8.81,237.0
2019-02-19 10:00:00,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,1.0,279.88,0.0,93.0,9.51,238.0
2019-02-19 11:00:00,7.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,280.38,0.0,95.0,8.82,242.0
2019-02-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,1.0,0.0,280.73,0.0,85.0,8.7,247.0
2019-02-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,1.0,280.65,0.0,70.0,8.57,250.0
2019-02-19 14:00:00,2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,281.07,0.0,68.0,8.46,252.0
2019-02-19 15:00:00,4.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,281.39,0.0,74.0,8.66,256.0
2019-02-20 08:00:00,25.0,7.0,11.0,6.0,0.0,3.0,0.0,3.0,0.0,6.0,5.0,2.0,5.0,6.0,0.0,7.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,279.09,0.0,100.0,6.52,237.0
2019-02-20 09:00:00,15.0,4.0,6.0,10.0,11.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,550.0,1.0,0.0,279.59,0.0,99.0,6.67,234.0
2019-02-20 10:00:00,8.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,280.25,0.0,100.0,6.99,235.0
2019-02-20 11:00:00,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,1.0,280.87,0.0,100.0,6.74,231.0
2019-02-20 12:00:00,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,282.01,0.0,100.0,6.74,230.0
2019-02-20 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,1.0,0.0,282.88,0.0,100.0,6.32,226.0
2019-02-20 14:00:00,10.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,550.0,0.0,1.0,282.52,0.0,100.0,6.25,221.0
2019-02-20 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,282.49,0.0,100.0,6.25,216.0
2019-02-21 08:00:00,10.0,9.0,10.0,10.0,0.0,2.0,2.0,4.0,0.0,13.0,7.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,279.04,0.0,50.0,7.19,237.0
2019-02-21 09:00:00,15.0,3.0,5.0,3.0,0.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,279.16,0.0,81.0,7.39,241.0
2019-02-21 10:00:00,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,1.0,0.0,279.33,0.0,92.0,7.3,240.0
2019-02-21 11:00:00,1.0,0.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,550.0,0.0,1.0,279.7,0.0,28.0,7.76,248.0
2019-02-21 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,281.96,0.0,40.0,8.13,256.0
2019-02-21 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,281.8,0.0,94.0,7.91,263.0
2019-02-21 14:00:00,0.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,18.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,281.86,0.0,100.0,7.34,264.0
2019-02-21 15:00:00,1.0,1.0,0.0,0.0,6.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,1.0,550.0,0.0,0.0,281.86,0.0,100.0,6.84,261.0
2019-02-22 08:00:00,32.0,11.0,2.0,4.0,0.0,9.0,0.0,1.0,0.0,22.0,13.0,6.0,7.0,3.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,550.0,0.0,0.0,279.37,0.0,99.0,3.64,69.0
2019-02-22 09:00:00,15.0,9.0,16.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,279.37,0.0,96.0,4.78,80.0
2019-02-22 10:00:00,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,550.0,1.0,0.0,279.46,0.0,94.0,4.87,85.0
2019-02-22 11:00:00,3.0,1.0,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,280.47,0.0,88.0,5.13,91.0
2019-02-22 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,1.0,281.09,0.0,98.0,5.42,93.0
2019-02-22 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,281.07,0.0,96.0,5.61,97.0
2019-02-22 14:00:00,8.0,0.0,1.0,12.0,0.0,0.0,18.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,280.42,0.0,92.0,5.81,101.0
2019-02-22 15:00:00,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,550.0,1.0,0.0,280.73,0.0,96.0,5.61,105.0
2019-02-23 08:00:00,60.0,18.0,23.0,13.0,3.0,15.0,5.0,4.0,0.0,19.0,11.0,4.0,18.0,3.0,0.0,11.0,6.0,2.0,5.0,7.0,4.0,0.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,550.0,0.0,0.0,274.29,0.0,64.0,6.07,145.0
2019-02-23 09:00:00,50.0,21.0,4.0,7.0,7.0,4.0,0.0,2.0,0.0,1.0,12.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,274.66,0.0,68.0,6.36,148.0
2019-02-23 10:00:00,10.0,0.0,10.0,10.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,550.0,0.0,0.0,276.15,0.0,88.0,6.29,153.0
2019-02-23 11:00:00,0.0,0.0,6.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,550.0,1.0,0.0,278.25,0.0,99.0,5.54,153.0
2019-02-23 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,1.0,279.41,0.0,100.0,5.04,153.0
2019-02-23 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,280.47,0.0,100.0,4.68,151.0
2019-02-23 14:00:00,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,550.0,0.0,0.0,281.25,0.0,4.0,4.14,144.0
2019-02-23 15:00:00,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,550.0,0.0,0.0,281.82,0.0,1.0,3.84,138.0
2019-02-24 08:00:00,112.0,36.0,17.0,16.0,6.0,25.0,0.0,4.0,0.0,20.0,21.0,7.0,14.0,9.0,0.0,5.0,5.0,10.0,7.0,5.0,4.0,0.0,6.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,550.0,0.0,0.0,272.05,0.0,0.0,2.75,211.0
2019-02-24 09:00:00,4.0,13.0,41.0,15.0,10.0,12.0,0.0,3.0,0.0,15.0,6.0,5.0,8.0,1.0,0.0,16.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,275.48,0.0,0.0,2.69,207.0
2019-02-24 10:00:00,0.0,0.0,6.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,0.0,278.47,0.0,0.0,2.55,211.0
2019-02-24 11:00:00,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,550.0,0.0,0.0,281.21,0.0,0.0,2.43,192.0
2019-02-24 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,282.75,0.0,0.0,2.66,190.0
2019-02-24 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0,0.0,284.12,0.0,0.0,2.55,199.0
2019-02-24 14:00:00,3.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,550.0,1.0,0.0,285.71,0.0,1.0,2.11,221.0
2019-02-24 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,550.0,0.0,1.0,283.4,0.0,9.0,1.73,267.0
2019-02-25 08:00:00,38.0,8.0,14.0,14.0,0.0,7.0,0.0,1.0,0.0,7.0,6.0,3.0,8.0,2.0,0.0,4.0,8.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,550.0,0.0,0.0,271.94,0.0,20.0,1.58,288.0
2019-02-25 09:00:00,21.0,10.0,14.0,15.0,1.0,4.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,7.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,550.0,0.0,0.0,278.02,0.0,38.0,1.55,301.0
2019-02-25 10:00:00,0.0,0.0,12.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,550.0,0.0,0.0,279.03,0.0,76.0,0.5,293.0
2019-02-25 11:00:00,100.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,550.0,0.0,0.0,281.27,0.0,82.0,1.89,186.0
2019-02-25 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,550.0,1.0,0.0,284.09,0.0,81.0,2.02,201.0
2019-02-25 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,550.0,0.0,0.0,285.62,0.0,86.0,1.79,229.0
2019-02-25 14:00:00,3.0,0.0,2.0,0.0,1.0,0.0,6.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,550.0,0.0,1.0,288.16,0.0,26.0,2.36,244.0
2019-02-25 15:00:00,0.0,0.0,0.0,0.0,2.0,3.0,15.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,550.0,0.0,0.0,284.98,0.0,0.0,2.72,259.0
2019-02-26 08:00:00,48.0,17.0,26.0,0.0,5.0,9.0,1.0,3.0,0.0,12.0,11.0,7.0,12.0,5.0,2.0,9.0,6.0,2.0,4.0,7.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,550.0,0.0,0.0,272.27,0.0,1.0,2.05,295.0
2019-02-26 09:00:00,40.0,7.0,24.0,0.0,8.0,4.0,1.0,5.0,0.0,10.0,7.0,2.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,550.0,0.0,0.0,278.5,0.0,0.0,2.03,285.0
2019-02-26 10:00:00,3.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,550.0,0.0,0.0,279.51,0.0,0.0,2.33,263.0
2019-02-26 11:00:00,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,550.0,0.0,0.0,282.78,0.0,0.0,2.55,251.0
