date,10,11,12,13,16,20,21,22,23,24,27,28,29,31,32,35,38,39,80,82,83,84,85,86,97,98,99,105,107,111,112,is_open,holidays,gaestezahlen,arrival,departure,temperature,precipitation,cloud_cover,wind_speed,wind_direction
2019-09-14,130.0,3.0,8.0,23.0,71.0,62.0,31.0,19.0,4.0,50.0,8.0,9.0,6.0,8.0,7.0,32.0,27.0,39.0,37.0,19.0,10.0,31.0,12.0,20.0,7.0,2.0,2.0,0.0,6.0,28.0,29.0,9.0,0.0,55200.0,3.0,2.0,6922.08,0.0,1345.0,86.23,6202.0
2019-09-15,164.0,0.0,12.0,21.0,46.0,62.0,37.0,21.0,11.0,50.0,10.0,13.0,5.0,13.0,12.0,0.0,29.0,34.0,31.0,17.0,9.0,16.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,9.0,0.0,43200.0,2.0,2.0,6915.79,0.15,2224.0,202.22,6298.0
2019-09-16,187.0,17.0,11.0,36.0,71.0,92.0,43.0,30.0,14.0,75.0,19.0,18.0,5.0,14.0,16.0,33.0,27.0,34.0,56.0,15.0,23.0,30.0,18.0,47.0,12.0,6.0,0.0,0.0,9.0,20.0,30.0,9.0,0.0,48000.0,3.0,3.0,6908.6,0.0,1608.0,123.15,7152.0
2019-09-17,152.0,16.0,7.0,23.0,66.0,74.0,44.0,16.0,4.0,38.0,17.0,9.0,7.0,11.0,15.0,15.0,26.0,37.0,32.0,14.0,16.0,29.0,15.0,24.0,5.0,5.0,1.0,0.0,6.0,17.0,24.0,9.0,0.0,52800.0,2.0,3.0,6881.79,1.19,1211.0,262.5,7276.0
2019-09-18,117.0,7.0,9.0,24.0,50.0,47.0,31.0,7.0,3.0,17.0,13.0,15.0,6.0,16.0,15.0,13.0,31.0,39.0,42.0,17.0,16.0,23.0,14.0,24.0,3.0,4.0,2.0,0.0,6.0,28.0,24.0,9.0,0.0,52800.0,2.0,3.0,6879.02,0.8,1200.0,221.59,7817.0
2019-09-19,116.0,12.0,4.0,28.0,52.0,27.0,31.0,6.0,7.0,49.0,12.0,11.0,6.0,9.0,11.0,26.0,29.0,33.0,30.0,16.0,10.0,36.0,10.0,24.0,5.0,4.0,2.0,0.0,8.0,18.0,30.0,9.0,0.0,50400.0,2.0,3.0,6863.64,0.0,1994.0,135.46,7770.0
2019-09-20,169.0,19.0,18.0,17.0,60.0,71.0,54.0,11.0,5.0,15.0,13.0,13.0,6.0,11.0,11.0,4.0,30.0,36.0,33.0,20.0,10.0,34.0,8.0,25.0,2.0,2.0,2.0,0.0,8.0,29.0,29.0,9.0,0.0,55200.0,3.0,3.0,6879.03,0.0,2025.0,93.14,6655.0
2019-09-21,122.0,17.0,15.0,36.0,36.0,50.0,15.0,0.0,4.0,26.0,9.0,5.0,4.0,11.0,12.0,24.0,26.0,34.0,39.0,8.0,12.0,22.0,7.0,24.0,6.0,2.0,2.0,6.0,7.0,15.0,28.0,9.0,0.0,52800.0,2.0,2.0,6914.42,0.0,109.0,84.38,3642.0
2019-09-22,132.0,14.0,11.0,30.0,42.0,47.0,38.0,17.0,9.0,29.0,12.0,11.0,6.0,10.0,12.0,1.0,27.0,21.0,38.0,12.0,10.0,23.0,4.0,25.0,0.0,1.0,4.0,8.0,5.0,14.0,28.0,9.0,0.0,50400.0,3.0,2.0,6969.68,0.0,180.0,138.25,2988.0
2019-09-23,172.0,15.0,15.0,29.0,63.0,96.0,56.0,21.0,12.0,39.0,20.0,19.0,6.0,16.0,17.0,21.0,31.0,46.0,43.0,18.0,17.0,32.0,16.0,33.0,6.0,10.0,3.0,5.0,12.0,12.0,27.0,9.0,0.0,50400.0,3.0,3.0,6949.52,3.09,2295.0,100.07,5130.0
2019-09-24,126.0,8.0,8.0,12.0,38.0,52.0,28.0,15.0,8.0,25.0,7.0,16.0,4.0,14.0,15.0,10.0,23.0,32.0,23.0,10.0,14.0,23.0,17.0,32.0,7.0,4.0,1.0,3.0,8.0,13.0,26.0,9.0,0.0,52800.0,3.0,3.0,6938.45,0.2,2010.0,109.18,3974.0
2019-09-25,75.0,6.0,4.0,11.0,34.0,36.0,22.0,13.0,7.0,19.0,8.0,10.0,3.0,6.0,8.0,24.0,20.0,21.0,19.0,8.0,8.0,20.0,10.0,23.0,2.0,4.0,2.0,0.0,8.0,14.0,13.0,9.0,0.0,48000.0,3.0,3.0,6905.45,8.39,2109.0,70.76,3743.0
2019-09-26,131.0,16.0,6.0,18.0,30.0,31.0,21.0,16.0,9.0,26.0,8.0,10.0,5.0,8.0,6.0,15.0,19.0,37.0,29.0,15.0,8.0,21.0,8.0,16.0,6.0,1.0,4.0,0.0,8.0,14.0,20.0,9.0,0.0,48000.0,4.0,3.0,6924.31,8.770000000000001,1953.0,153.82,4180.0
2019-09-27,108.0,14.0,13.0,14.0,23.0,63.0,21.0,29.0,9.0,22.0,8.0,7.0,6.0,9.0,8.0,0.0,27.0,8.0,33.0,13.0,10.0,24.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,9.0,0.0,55200.0,3.0,3.0,6934.8,15.6,1373.0,171.75,5070.0
2019-09-28,80.0,7.0,8.0,22.0,33.0,48.0,25.0,10.0,9.0,31.0,5.0,6.0,4.0,5.0,8.0,22.0,19.0,13.0,33.0,17.0,8.0,22.0,10.0,24.0,2.0,2.0,2.0,8.0,6.0,15.0,29.0,9.0,0.0,55200.0,4.0,3.0,6912.37,9.76,1808.0,235.61,5347.0
2019-09-29,92.0,12.0,8.0,25.0,38.0,45.0,34.0,14.0,6.0,5.0,9.0,29.0,5.0,7.0,7.0,2.0,18.0,11.0,36.0,17.0,9.0,23.0,7.0,23.0,3.0,2.0,3.0,0.0,2.0,13.0,12.0,9.0,0.0,55200.0,2.0,2.0,6893.49,18.1,2232.0,213.97,5280.0
2019-09-30,202.0,12.0,15.0,50.0,74.0,159.0,30.0,23.0,10.0,65.0,21.0,7.0,0.0,16.0,19.0,34.0,41.0,52.0,66.0,16.0,11.0,22.0,8.0,21.0,0.0,2.0,4.0,7.0,10.0,26.0,21.0,9.0,48.0,55200.0,2.0,3.0,6901.86,7.1499999999999995,1967.0,245.78,6857.0
2019-10-01,206.0,20.0,20.0,16.0,65.0,45.0,29.0,21.0,16.0,42.0,17.0,0.0,0.0,16.0,15.0,22.0,15.0,17.0,45.0,23.0,12.0,22.0,10.0,21.0,4.0,1.0,3.0,0.0,7.0,18.0,30.0,8.0,48.0,55200.0,4.0,4.0,6832.92,18.97,2391.0,134.46,2580.0
2019-10-02,181.0,15.0,14.0,30.0,46.0,98.0,27.0,31.0,8.0,30.0,20.0,0.0,0.0,8.0,7.0,9.0,29.0,38.0,36.0,20.0,9.0,23.0,10.0,25.0,7.0,2.0,3.0,10.0,6.0,10.0,14.0,9.0,48.0,55200.0,3.0,3.0,6837.73,10.48,1442.0,196.06,7492.0
2019-10-03,191.0,13.0,12.0,25.0,78.0,79.0,35.0,25.0,4.0,54.0,11.0,20.0,0.0,15.0,20.0,27.0,29.0,37.0,41.0,15.0,10.0,23.0,10.0,23.0,2.0,1.0,5.0,2.0,7.0,15.0,10.0,9.0,48.0,55200.0,3.0,3.0,6848.18,1.32,1239.0,86.61,5152.0
2019-10-04,253.0,25.0,17.0,27.0,67.0,101.0,53.0,23.0,25.0,77.0,17.0,19.0,5.0,17.0,18.0,10.0,27.0,53.0,54.0,18.0,9.0,25.0,10.0,21.0,23.0,2.0,3.0,0.0,9.0,12.0,27.0,9.0,240.0,64800.0,4.0,3.0,6785.42,3.45,2224.0,146.02,3506.0
2019-10-05,224.0,14.0,12.0,31.0,122.0,117.0,55.0,16.0,20.0,53.0,15.0,20.0,2.0,20.0,16.0,5.0,21.0,78.0,64.0,10.0,15.0,35.0,20.0,34.0,3.0,2.0,3.0,0.0,10.0,26.0,24.0,9.0,240.0,64800.0,3.0,3.0,6815.57,0.15,1294.0,155.21,1819.0
2019-10-06,248.0,7.0,11.0,40.0,76.0,108.0,46.0,24.0,21.0,48.0,15.0,15.0,4.0,16.0,20.0,21.0,29.0,77.0,56.0,19.0,19.0,33.0,18.0,24.0,1.0,7.0,0.0,0.0,7.0,26.0,27.0,9.0,240.0,69600.0,3.0,2.0,6767.97,0.0,2178.0,205.95,2780.0
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,64800.0,3.0,3.0,6760.8,0.0,1466.0,152.04,3091.0
2019-10-08,226.0,12.0,15.0,31.0,117.0,74.0,59.0,24.0,25.0,98.0,19.0,20.0,5.0,12.0,20.0,26.0,23.0,60.0,86.0,12.0,22.0,33.0,24.0,42.0,3.0,2.0,5.0,0.0,7.0,28.0,23.0,9.0,288.0,64800.0,3.0,3.0,6858.52,6.81,2012.0,191.84,5517.0
2019-10-09,186.0,12.0,14.0,45.0,121.0,100.0,65.0,14.0,28.0,96.0,17.0,16.0,1.0,15.0,13.0,12.0,25.0,66.0,70.0,21.0,20.0,47.0,19.0,43.0,4.0,8.0,1.0,0.0,10.0,23.0,27.0,9.0,288.0,64800.0,3.0,3.0,6829.96,2.5,2037.0,209.71,5501.0
2019-10-10,193.0,10.0,14.0,39.0,80.0,101.0,42.0,32.0,23.0,29.0,19.0,17.0,8.0,29.0,20.0,24.0,25.0,85.0,82.0,16.0,18.0,31.0,19.0,47.0,8.0,4.0,4.0,0.0,10.0,33.0,28.0,9.0,288.0,64800.0,4.0,3.0,6821.14,2.4,1405.0,227.2,5731.0
2019-10-11,181.0,17.0,13.0,23.0,77.0,77.0,29.0,12.0,19.0,50.0,15.0,20.0,3.0,9.0,17.0,22.0,21.0,84.0,62.0,18.0,15.0,32.0,17.0,43.0,4.0,1.0,7.0,0.0,11.0,18.0,24.0,9.0,288.0,69600.0,4.0,4.0,6880.92,12.83,2378.0,276.16,5235.0
2019-10-12,144.0,8.0,13.0,25.0,72.0,59.0,28.0,12.0,21.0,42.0,10.0,19.0,6.0,23.0,20.0,21.0,23.0,79.0,44.0,15.0,18.0,32.0,17.0,44.0,4.0,7.0,2.0,0.0,10.0,27.0,26.0,9.0,240.0,64800.0,5.0,5.0,6859.84,13.27,2397.0,177.67,5621.0
2019-10-13,163.0,18.0,11.0,38.0,62.0,89.0,45.0,15.0,9.0,48.0,11.0,15.0,6.0,23.0,9.0,13.0,26.0,62.0,51.0,20.0,21.0,43.0,20.0,36.0,1.0,2.0,6.0,0.0,10.0,27.0,32.0,9.0,192.0,64800.0,4.0,4.0,6902.92,9.55,2352.0,144.96,4275.0
2019-10-14,372.0,20.0,23.0,42.0,132.0,135.0,86.0,21.0,26.0,103.0,29.0,23.0,7.0,28.0,24.0,21.0,38.0,85.0,86.0,35.0,18.0,42.0,19.0,47.0,2.0,5.0,1.0,8.0,11.0,33.0,41.0,9.0,240.0,38400.0,2.0,2.0,6889.19,3.21,2104.0,157.44,4319.0
2019-10-15,274.0,10.0,17.0,37.0,58.0,134.0,67.0,22.0,25.0,68.0,16.0,16.0,5.0,24.0,19.0,22.0,13.0,92.0,62.0,34.0,21.0,40.0,21.0,34.0,3.0,3.0,5.0,6.0,12.0,41.0,26.0,8.0,240.0,33600.0,3.0,4.0,6910.23,2.12,2095.0,110.12,4541.0
2019-10-16,244.0,24.0,18.0,28.0,86.0,101.0,30.0,27.0,34.0,56.0,13.0,18.0,5.0,19.0,20.0,20.0,22.0,72.0,77.0,28.0,23.0,52.0,28.0,11.0,2.0,6.0,2.0,13.0,12.0,29.0,28.0,9.0,240.0,28800.0,4.0,4.0,6885.25,11.88,1994.0,127.38,5235.0
2019-10-17,264.0,31.0,20.0,48.0,92.0,71.0,48.0,29.0,23.0,80.0,8.0,23.0,7.0,17.0,16.0,21.0,46.0,63.0,80.0,25.0,20.0,44.0,17.0,33.0,5.0,2.0,6.0,0.0,10.0,29.0,34.0,9.0,240.0,31200.0,3.0,3.0,6886.84,7.63,1935.0,120.39,4883.0
2019-10-18,243.0,24.0,13.0,31.0,94.0,96.0,46.0,27.0,26.0,82.0,17.0,16.0,5.0,25.0,13.0,34.0,36.0,93.0,101.0,28.0,35.0,41.0,31.0,43.0,4.0,3.0,4.0,0.0,9.0,30.0,36.0,9.0,240.0,31200.0,3.0,3.0,6857.099999999999,3.3,1481.0,193.42000000000002,4540.0
2019-10-19,226.0,20.0,12.0,14.0,93.0,112.0,57.0,25.0,16.0,59.0,14.0,15.0,5.0,19.0,16.0,24.0,27.0,54.0,74.0,24.0,32.0,58.0,28.0,55.0,5.0,5.0,3.0,0.0,10.0,18.0,36.0,9.0,96.0,33600.0,3.0,3.0,6828.42,1.9200000000000002,2146.0,182.2,4691.0
2019-10-20,119.0,24.0,3.0,8.0,53.0,65.0,44.0,4.0,13.0,22.0,15.0,11.0,0.0,20.0,16.0,24.0,17.0,45.0,41.0,24.0,12.0,41.0,9.0,33.0,4.0,4.0,5.0,0.0,11.0,14.0,24.0,9.0,48.0,26400.0,3.0,3.0,6815.17,0.0,2320.0,94.71000000000001,4036.0
2019-10-21,232.0,21.0,10.0,35.0,71.0,92.0,76.0,21.0,9.0,42.0,15.0,19.0,0.0,14.0,15.0,21.0,24.0,53.0,57.0,26.0,22.0,32.0,20.0,23.0,2.0,3.0,4.0,0.0,4.0,38.0,23.0,9.0,48.0,19200.0,3.0,3.0,6853.44,3.96,2286.0,140.22,3129.0
2019-10-22,171.0,9.0,14.0,19.0,47.0,52.0,42.0,20.0,10.0,31.0,9.0,8.0,6.0,9.0,10.0,22.0,24.0,35.0,41.0,15.0,12.0,23.0,10.0,23.0,3.0,3.0,3.0,0.0,6.0,10.0,14.0,7.0,48.0,16800.0,4.0,3.0,6844.21,0.0,1727.0,138.32,5531.0
2019-10-23,141.0,9.0,12.0,21.0,35.0,52.0,29.0,10.0,12.0,29.0,9.0,8.0,6.0,9.0,10.0,33.0,25.0,28.0,50.0,19.0,11.0,32.0,0.0,29.0,8.0,4.0,2.0,0.0,12.0,10.0,25.0,9.0,48.0,16800.0,3.0,2.0,6814.47,0.0,1730.0,96.92,3916.0
2019-10-24,110.0,8.0,14.0,28.0,24.0,69.0,32.0,21.0,11.0,23.0,4.0,10.0,5.0,9.0,7.0,16.0,27.0,33.0,46.0,19.0,22.0,45.0,0.0,23.0,7.0,3.0,4.0,7.0,11.0,15.0,13.0,9.0,48.0,19200.0,3.0,3.0,6879.52,0.11,1922.0,139.57,4191.0
2019-10-25,164.0,8.0,7.0,38.0,46.0,76.0,39.0,23.0,9.0,32.0,10.0,7.0,5.0,8.0,8.0,12.0,30.0,43.0,44.0,17.0,18.0,41.0,0.0,43.0,4.0,6.0,3.0,6.0,12.0,14.0,15.0,9.0,48.0,19200.0,3.0,3.0,6869.69,0.85,2277.0,212.1,5293.0
2019-10-26,119.0,14.0,4.0,16.0,54.0,61.0,36.0,17.0,8.0,38.0,19.0,18.0,5.0,8.0,19.0,12.0,20.0,32.0,53.0,14.0,12.0,33.0,0.0,29.0,1.0,4.0,3.0,2.0,8.0,12.0,20.0,9.0,24.0,20400.0,4.0,4.0,6931.15,2.22,2381.0,275.41,5190.0
2019-10-27,131.0,0.0,9.0,6.0,46.0,49.0,29.0,23.0,11.0,29.0,5.0,7.0,16.0,8.0,1.0,10.0,22.0,58.0,28.0,13.0,11.0,26.0,0.0,24.0,0.0,4.0,3.0,0.0,10.0,13.0,15.0,9.0,0.0,18000.0,3.0,3.0,6828.71,2.2,1559.0,250.38,6477.0
2019-10-28,107.0,20.0,9.0,21.0,60.0,76.0,44.0,32.0,8.0,39.0,10.0,15.0,0.0,17.0,8.0,23.0,26.0,22.0,28.0,15.0,16.0,28.0,0.0,24.0,8.0,2.0,5.0,0.0,10.0,18.0,21.0,9.0,48.0,14400.0,3.0,3.0,6799.97,0.99,946.0,164.53,7492.0
2019-10-29,141.0,8.0,10.0,12.0,29.0,33.0,25.0,16.0,8.0,30.0,10.0,9.0,5.0,9.0,7.0,13.0,27.0,58.0,23.0,19.0,9.0,15.0,0.0,29.0,2.0,2.0,2.0,0.0,8.0,13.0,19.0,9.0,48.0,13200.0,4.0,3.0,6745.18,0.22,516.0,111.52,2919.0
2019-10-30,111.0,10.0,12.0,11.0,32.0,44.0,23.0,21.0,10.0,34.0,11.0,10.0,5.0,6.0,8.0,16.0,8.0,19.0,37.0,15.0,9.0,18.0,0.0,20.0,3.0,4.0,3.0,0.0,1.0,12.0,12.0,9.0,48.0,12000.0,3.0,2.0,6697.8099999999995,0.0,115.0,83.67,2877.0
2019-10-31,134.0,3.0,3.0,8.0,43.0,51.0,39.0,16.0,6.0,38.0,10.0,11.0,4.0,6.0,7.0,11.0,22.0,32.0,32.0,18.0,10.0,18.0,11.0,17.0,5.0,5.0,2.0,0.0,8.0,13.0,29.0,9.0,48.0,12000.0,3.0,3.0,6683.71,0.0,121.0,110.82,3214.0
2019-11-01,139.0,15.0,10.0,42.0,58.0,65.0,29.0,25.0,10.0,36.0,8.0,9.0,6.0,5.0,8.0,29.0,32.0,35.0,44.0,16.0,19.0,40.0,18.0,33.0,4.0,3.0,3.0,0.0,10.0,13.0,26.0,9.0,24.0,14400.0,2.0,3.0,6648.22,5.63,2139.0,169.59,3766.0
2019-11-02,124.0,15.0,8.0,33.0,41.0,69.0,41.0,21.0,12.0,22.0,10.0,10.0,11.0,8.0,10.0,21.0,11.0,29.0,40.0,21.0,12.0,36.0,10.0,24.0,0.0,1.0,8.0,1.0,12.0,12.0,30.0,9.0,24.0,15600.0,3.0,3.0,6830.58,11.68,2280.0,174.04,4460.0
2019-11-03,132.0,13.0,10.0,17.0,19.0,83.0,39.0,20.0,12.0,58.0,8.0,10.0,10.0,9.0,11.0,8.0,14.0,18.0,42.0,20.0,10.0,24.0,10.0,31.0,0.0,0.0,0.0,8.0,0.0,14.0,15.0,9.0,24.0,14400.0,2.0,2.0,6819.01,6.42,2304.0,133.82,3678.0
2019-11-04,61.0,12.0,7.0,14.0,16.0,41.0,11.0,15.0,4.0,11.0,3.0,2.0,0.0,4.0,8.0,11.0,5.0,22.0,20.0,9.0,10.0,19.0,10.0,14.0,2.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,24.0,12000.0,2.0,2.0,6808.2,6.8,1668.0,102.49,4423.0
2019-11-05,68.0,8.0,3.0,9.0,24.0,26.0,16.0,6.0,10.0,15.0,0.0,3.0,1.0,0.0,2.0,23.0,4.0,7.0,9.0,4.0,6.0,20.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,8.0,24.0,10800.0,2.0,2.0,6778.7300000000005,6.9,2201.0,83.2,2395.0
2019-11-06,81.0,8.0,7.0,3.0,17.0,53.0,10.0,2.0,12.0,11.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,13.0,5.0,4.0,15.0,8.0,11.0,7.0,2.0,0.0,0.0,4.0,10.0,6.0,7.0,24.0,9600.0,2.0,2.0,6742.0199999999995,0.86,1976.0,73.35,4893.0
2019-11-07,62.0,7.0,8.0,22.0,16.0,24.0,16.0,8.0,6.0,13.0,3.0,2.0,5.0,3.0,3.0,11.0,16.0,0.0,16.0,6.0,5.0,13.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,4.0,10.0,7.0,24.0,9600.0,2.0,2.0,6693.75,5.680000000000001,1967.0,152.77,3586.0
2019-11-08,60.0,7.0,6.0,8.0,18.0,35.0,15.0,8.0,8.0,15.0,3.0,3.0,0.0,3.0,4.0,10.0,12.0,14.0,16.0,5.0,5.0,22.0,8.0,11.0,3.0,0.0,3.0,0.0,5.0,4.0,15.0,7.0,24.0,10800.0,2.0,2.0,6725.41,0.0,673.0,126.3,4450.0
2019-11-09,39.0,7.0,3.0,8.0,30.0,22.0,8.0,4.0,6.0,19.0,4.0,3.0,0.0,3.0,4.0,8.0,13.0,10.0,15.0,8.0,7.0,8.0,7.0,11.0,1.0,3.0,2.0,0.0,5.0,4.0,9.0,8.0,24.0,12000.0,2.0,2.0,6672.65,1.62,2228.0,130.78,4120.0
2019-11-10,59.0,9.0,7.0,6.0,18.0,26.0,11.0,7.0,5.0,27.0,2.0,4.0,0.0,1.0,3.0,7.0,9.0,10.0,13.0,7.0,7.0,12.0,9.0,11.0,3.0,1.0,2.0,0.0,6.0,5.0,12.0,7.0,24.0,9600.0,1.0,1.0,6699.6,1.1099999999999999,1358.0,180.7,4981.0
2019-11-11,42.0,5.0,5.0,7.0,14.0,22.0,9.0,5.0,6.0,9.0,3.0,1.0,0.0,3.0,1.0,9.0,6.0,4.0,6.0,6.0,8.0,12.0,7.0,11.0,4.0,2.0,1.0,0.0,6.0,4.0,2.0,7.0,24.0,9600.0,3.0,3.0,6653.76,0.0,2217.0,215.99,4316.0
2019-11-12,51.0,6.0,4.0,7.0,15.0,27.0,14.0,3.0,5.0,9.0,3.0,3.0,0.0,1.0,2.0,9.0,8.0,5.0,6.0,5.0,4.0,8.0,6.0,11.0,1.0,1.0,3.0,0.0,5.0,2.0,3.0,7.0,24.0,8400.0,3.0,2.0,6685.85,1.09,1557.0,231.31,4590.0
2019-11-13,36.0,1.0,1.0,6.0,9.0,21.0,8.0,4.0,5.0,8.0,3.0,3.0,0.0,1.0,2.0,5.0,5.0,10.0,6.0,6.0,7.0,5.0,6.0,7.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,7.0,24.0,8400.0,1.0,2.0,6692.0,0.0,1209.0,215.1,4733.0
2019-11-14,16.0,2.0,0.0,4.0,13.0,16.0,6.0,4.0,2.0,8.0,1.0,3.0,0.0,3.0,3.0,6.0,10.0,8.0,9.0,2.0,6.0,11.0,6.0,7.0,2.0,1.0,2.0,0.0,2.0,1.0,5.0,8.0,24.0,8400.0,2.0,2.0,6689.0,0.0,1812.0,157.57999999999998,3469.0
2019-11-15,58.0,4.0,3.0,15.0,22.0,19.0,8.0,9.0,4.0,14.0,3.0,3.0,0.0,3.0,3.0,9.0,16.0,8.0,11.0,6.0,8.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,24.0,7200.0,2.0,2.0,6674.24,1.24,2395.0,203.94,2337.0
2019-11-16,29.0,4.0,1.0,4.0,18.0,28.0,10.0,6.0,6.0,16.0,0.0,14.0,0.0,3.0,4.0,4.0,4.0,10.0,10.0,6.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,0.0,2.0,1.0,6.0,7.0,24.0,7200.0,2.0,2.0,6688.35,9.39,2398.0,160.75,5386.0
2019-11-17,54.0,7.0,5.0,9.0,12.0,21.0,11.0,16.0,7.0,12.0,2.0,4.0,0.0,2.0,4.0,7.0,7.0,10.0,14.0,7.0,6.0,11.0,5.0,12.0,4.0,3.0,1.0,0.0,6.0,5.0,8.0,7.0,24.0,7200.0,2.0,2.0,6660.1900000000005,2.8499999999999996,1872.0,135.38,3349.0
2019-11-18,74.0,8.0,0.0,8.0,14.0,22.0,10.0,11.0,4.0,11.0,2.0,4.0,0.0,0.0,2.0,8.0,11.0,10.0,13.0,2.0,5.0,10.0,4.0,9.0,2.0,1.0,0.0,0.0,4.0,0.0,8.0,7.0,24.0,9600.0,2.0,2.0,6740.56,18.9,2400.0,183.82,3054.0
2019-11-19,71.0,8.0,7.0,12.0,28.0,25.0,22.0,12.0,6.0,19.0,3.0,3.0,4.0,3.0,3.0,13.0,11.0,10.0,14.0,6.0,4.0,14.0,5.0,13.0,2.0,2.0,1.0,0.0,4.0,8.0,8.0,8.0,24.0,9600.0,2.0,2.0,6729.96,14.32,1895.0,193.73,6718.0
2019-11-20,62.0,9.0,6.0,6.0,35.0,26.0,10.0,14.0,4.0,16.0,4.0,3.0,4.0,3.0,2.0,12.0,14.0,7.0,6.0,4.0,9.0,15.0,8.0,12.0,3.0,0.0,3.0,0.0,5.0,2.0,9.0,7.0,24.0,9600.0,2.0,2.0,6647.97,0.45,2138.0,63.12,4453.0
2019-11-21,49.0,6.0,5.0,9.0,33.0,25.0,8.0,13.0,7.0,23.0,6.0,5.0,4.0,4.0,5.0,10.0,8.0,8.0,11.0,4.0,7.0,11.0,7.0,11.0,2.0,1.0,2.0,0.0,2.0,6.0,7.0,7.0,0.0,9600.0,2.0,2.0,6628.5599999999995,0.6799999999999999,2399.0,119.05,3041.0
2019-11-22,84.0,8.0,8.0,23.0,29.0,31.0,13.0,11.0,7.0,33.0,6.0,6.0,4.0,4.0,5.0,8.0,16.0,10.0,14.0,6.0,8.0,12.0,6.0,13.0,2.0,1.0,2.0,0.0,6.0,2.0,8.0,7.0,0.0,10800.0,2.0,2.0,6684.4,0.8400000000000001,1860.0,140.44,3466.0
2019-11-23,101.0,8.0,9.0,13.0,33.0,34.0,29.0,9.0,6.0,20.0,4.0,3.0,3.0,6.0,5.0,11.0,9.0,10.0,15.0,5.0,8.0,14.0,6.0,11.0,4.0,2.0,1.0,0.0,5.0,4.0,3.0,7.0,0.0,12000.0,2.0,2.0,6731.11,0.0,2292.0,234.4,2553.0
2019-11-24,106.0,8.0,7.0,8.0,61.0,35.0,11.0,13.0,5.0,54.0,5.0,4.0,3.0,5.0,5.0,6.0,10.0,10.0,26.0,9.0,9.0,14.0,12.0,18.0,4.0,4.0,1.0,0.0,4.0,8.0,8.0,8.0,0.0,12000.0,2.0,2.0,6700.68,0.0,2390.0,186.93,2882.0
2019-11-25,59.0,8.0,7.0,5.0,12.0,35.0,11.0,18.0,9.0,11.0,3.0,3.0,0.0,4.0,2.0,16.0,8.0,8.0,16.0,7.0,8.0,7.0,6.0,9.0,0.0,4.0,1.0,0.0,2.0,5.0,4.0,7.0,0.0,10800.0,3.0,3.0,6691.42,0.0,2398.0,98.9,3452.0
2019-11-26,45.0,8.0,4.0,7.0,17.0,35.0,15.0,8.0,7.0,10.0,2.0,4.0,2.0,3.0,4.0,13.0,12.0,9.0,14.0,5.0,8.0,10.0,4.0,13.0,0.0,2.0,0.0,0.0,3.0,8.0,4.0,7.0,0.0,9600.0,3.0,3.0,6737.71,0.9600000000000001,2398.0,136.0,3953.0
2019-11-27,57.0,4.0,7.0,11.0,14.0,34.0,9.0,8.0,12.0,10.0,3.0,3.0,3.0,1.0,2.0,11.0,11.0,5.0,14.0,4.0,6.0,10.0,6.0,8.0,1.0,3.0,1.0,0.0,3.0,0.0,5.0,7.0,0.0,10800.0,2.0,2.0,6778.41,4.34,2284.0,157.42000000000002,3798.0
2019-11-28,51.0,2.0,2.0,8.0,18.0,33.0,13.0,7.0,7.0,14.0,2.0,5.0,3.0,3.0,3.0,11.0,7.0,8.0,15.0,5.0,9.0,6.0,6.0,8.0,4.0,2.0,2.0,0.0,3.0,3.0,4.0,7.0,0.0,9600.0,2.0,3.0,6774.400000000001,12.25,2227.0,205.25,5949.0
2019-11-29,111.0,7.0,6.0,21.0,32.0,53.0,36.0,14.0,7.0,48.0,4.0,5.0,5.0,4.0,4.0,15.0,20.0,25.0,17.0,9.0,10.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,9600.0,2.0,2.0,6727.73,0.78,1037.0,227.25,7737.0
2019-11-30,89.0,17.0,15.0,31.0,95.0,54.0,19.0,22.0,10.0,48.0,9.0,8.0,5.0,8.0,5.0,13.0,16.0,6.0,33.0,5.0,16.0,24.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,10800.0,2.0,2.0,6688.47,1.59,1283.0,113.24,7345.0
