date,10,20,16,24,39,80,131,84,138,35,21,83,13,38,85,22,82,86,112,11,31,111,27,28,32,23,134,12,107,29,57,132,is_open,holidays,gaestezahlen,arrival,departure,temperature,precipitation,cloud_cover,wind_speed,wind_direction
2019-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,28800.0,2.0,2.0,6708.38,0.12,2175.0,131.72,5257.0
2019-03-03,314.0,72.0,62.0,97.0,37.0,71.0,65.0,39.0,52.0,56.0,55.0,30.0,37.0,29.0,0.0,36.0,11.0,45.0,11.0,8.0,9.0,0.0,5.0,8.0,7.0,12.0,32.0,8.0,36.0,5.0,8.0,0.0,9.0,24.0,28800.0,2.0,2.0,6784.94,11.75,2400.0,219.66,5415.0
2019-03-04,199.0,44.0,60.0,46.0,33.0,23.0,57.0,23.0,15.0,39.0,23.0,24.0,26.0,25.0,0.0,28.0,12.0,23.0,12.0,16.0,6.0,0.0,4.0,7.0,5.0,10.0,0.0,13.0,11.0,4.0,9.0,0.0,9.0,48.0,28800.0,2.0,2.0,6755.32,8.53,2079.0,306.78000000000003,5641.0
2019-03-05,158.0,37.0,25.0,21.0,10.0,0.0,25.0,23.0,25.0,31.0,14.0,9.0,27.0,15.0,0.0,15.0,9.0,20.0,6.0,14.0,4.0,0.0,6.0,4.0,4.0,8.0,18.0,14.0,20.0,4.0,2.0,0.0,9.0,48.0,28800.0,3.0,2.0,6703.18,1.72,1641.0,210.35,6021.0
2019-03-06,113.0,37.0,24.0,19.0,14.0,0.0,26.0,9.0,19.0,19.0,13.0,0.0,17.0,11.0,0.0,2.0,10.0,17.0,10.0,9.0,0.0,0.0,3.0,4.0,5.0,7.0,10.0,5.0,13.0,4.0,1.0,0.0,7.0,24.0,28800.0,3.0,2.0,6728.45,5.75,2397.0,187.26,4314.0
2019-03-07,70.0,19.0,20.0,16.0,15.0,9.0,27.0,12.0,6.0,20.0,22.0,10.0,18.0,2.0,0.0,0.0,9.0,12.0,11.0,10.0,2.0,0.0,1.0,2.0,0.0,11.0,12.0,3.0,5.0,5.0,7.0,0.0,7.0,24.0,28800.0,3.0,2.0,6768.9400000000005,6.42,2086.0,235.57,4869.0
2019-03-08,101.0,31.0,11.0,10.0,8.0,15.0,23.0,12.0,15.0,29.0,20.0,10.0,13.0,10.0,0.0,6.0,8.0,18.0,10.0,9.0,3.0,0.0,3.0,3.0,0.0,10.0,21.0,5.0,9.0,4.0,4.0,0.0,7.0,24.0,28800.0,2.0,2.0,6717.26,4.8500000000000005,1936.0,237.05,6262.0
2019-03-09,122.0,37.0,36.0,34.0,8.0,35.0,18.0,12.0,9.0,32.0,12.0,12.0,16.0,10.0,0.0,20.0,10.0,16.0,11.0,9.0,2.0,0.0,4.0,4.0,0.0,9.0,10.0,5.0,9.0,4.0,5.0,0.0,7.0,24.0,28800.0,2.0,2.0,6722.34,7.38,1624.0,289.12,6095.0
2019-03-10,162.0,36.0,30.0,26.0,9.0,34.0,48.0,12.0,19.0,47.0,25.0,12.0,26.0,10.0,0.0,17.0,9.0,16.0,11.0,13.0,3.0,0.0,7.0,5.0,0.0,13.0,16.0,5.0,10.0,3.0,2.0,0.0,8.0,24.0,24000.0,2.0,2.0,6674.7300000000005,2.36,2283.0,151.77,6464.0
2019-03-11,84.0,16.0,18.0,9.0,8.0,15.0,40.0,12.0,33.0,11.0,13.0,9.0,16.0,8.0,0.0,11.0,9.0,17.0,9.0,9.0,4.0,0.0,3.0,3.0,0.0,10.0,8.0,3.0,8.0,0.0,7.0,0.0,7.0,24.0,16800.0,2.0,2.0,6650.62,7.35,1873.0,193.64,6878.0
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16800.0,2.0,2.0,6681.1,6.97,2391.0,229.48000000000002,5037.0
2019-03-13,139.0,38.0,39.0,26.0,15.0,52.0,29.0,35.0,28.0,46.0,40.0,31.0,23.0,16.0,0.0,23.0,19.0,38.0,8.0,14.0,8.0,0.0,8.0,3.0,3.0,18.0,7.0,7.0,16.0,4.0,6.0,1.0,7.0,24.0,16800.0,2.0,2.0,6697.45,6.79,1620.0,299.59,5947.0
2019-03-14,55.0,22.0,22.0,12.0,7.0,13.0,20.0,12.0,30.0,20.0,25.0,12.0,9.0,8.0,0.0,8.0,6.0,10.0,9.0,9.0,2.0,0.0,1.0,3.0,2.0,9.0,4.0,5.0,4.0,2.0,4.0,0.0,8.0,24.0,16800.0,2.0,2.0,6716.23,10.17,2196.0,246.74,6160.0
2019-03-15,106.0,34.0,29.0,25.0,8.0,22.0,35.0,12.0,21.0,17.0,18.0,10.0,10.0,9.0,0.0,11.0,9.0,16.0,9.0,8.0,3.0,0.0,4.0,4.0,4.0,10.0,10.0,6.0,10.0,5.0,4.0,7.0,7.0,24.0,16800.0,2.0,2.0,6738.95,2.27,1487.0,274.99,6306.0
2019-03-16,109.0,42.0,20.0,21.0,15.0,11.0,10.0,13.0,15.0,28.0,19.0,9.0,12.0,11.0,0.0,18.0,9.0,17.0,1.0,12.0,4.0,0.0,4.0,4.0,4.0,7.0,16.0,10.0,0.0,6.0,11.0,9.0,7.0,0.0,18000.0,2.0,2.0,6744.2,9.92,2399.0,249.42,5729.0
2019-03-17,151.0,36.0,32.0,34.0,17.0,28.0,34.0,12.0,25.0,30.0,31.0,12.0,24.0,13.0,0.0,18.0,10.0,17.0,9.0,13.0,5.0,0.0,5.0,4.0,3.0,5.0,0.0,9.0,9.0,3.0,4.0,29.0,8.0,0.0,18000.0,2.0,2.0,6731.38,3.5700000000000003,1744.0,272.75,5989.0
2019-03-18,124.0,32.0,29.0,18.0,20.0,21.0,54.0,12.0,36.0,16.0,56.0,12.0,10.0,38.0,0.0,10.0,9.0,18.0,9.0,8.0,4.0,0.0,4.0,4.0,4.0,8.0,0.0,8.0,0.0,5.0,4.0,5.0,8.0,0.0,18000.0,2.0,2.0,6705.39,4.46,793.0,261.78,6952.0
2019-03-19,73.0,19.0,24.0,23.0,10.0,29.0,16.0,11.0,27.0,24.0,15.0,10.0,16.0,10.0,0.0,20.0,11.0,12.0,8.0,6.0,4.0,0.0,4.0,4.0,3.0,6.0,0.0,4.0,0.0,2.0,7.0,10.0,7.0,0.0,18000.0,1.0,1.0,6692.29,0.0,1209.0,118.23,6621.0
2019-03-20,126.0,32.0,29.0,23.0,23.0,19.0,37.0,12.0,29.0,22.0,24.0,10.0,10.0,12.0,7.0,11.0,9.0,14.0,0.0,10.0,4.0,0.0,4.0,2.0,3.0,8.0,7.0,5.0,0.0,5.0,8.0,10.0,7.0,0.0,18000.0,2.0,2.0,6749.85,0.84,2292.0,149.93,5685.0
2019-03-21,98.0,48.0,35.0,6.0,21.0,18.0,26.0,12.0,23.0,17.0,17.0,10.0,10.0,12.0,16.0,19.0,9.0,12.0,6.0,15.0,5.0,0.0,6.0,3.0,6.0,12.0,9.0,9.0,0.0,3.0,6.0,17.0,7.0,0.0,18000.0,3.0,1.0,6779.78,0.0,1861.0,145.46,5876.0
2019-03-22,122.0,40.0,30.0,18.0,16.0,23.0,21.0,16.0,17.0,27.0,30.0,12.0,22.0,13.0,0.0,23.0,10.0,12.0,8.0,12.0,4.0,0.0,4.0,4.0,4.0,17.0,10.0,3.0,0.0,7.0,5.0,8.0,7.0,0.0,20400.0,2.0,3.0,6811.62,0.0,1186.0,73.12,4486.0
2019-03-23,143.0,42.0,42.0,31.0,16.0,37.0,25.0,9.0,26.0,34.0,21.0,10.0,25.0,13.0,9.0,28.0,17.0,13.0,10.0,14.0,4.0,0.0,4.0,3.0,4.0,15.0,21.0,14.0,0.0,6.0,5.0,6.0,8.0,0.0,20400.0,2.0,2.0,6721.9,0.0,2326.0,117.31,7138.0
2019-03-24,167.0,31.0,101.0,0.0,22.0,32.0,35.0,20.0,23.0,36.0,31.0,12.0,17.0,12.0,0.0,28.0,10.0,20.0,8.0,13.0,4.0,0.0,6.0,4.0,3.0,14.0,10.0,14.0,0.0,7.0,4.0,1.0,8.0,0.0,20400.0,2.0,2.0,6698.05,0.4,1518.0,104.03,6678.0
2019-03-25,74.0,24.0,48.0,0.0,11.0,16.0,47.0,12.0,37.0,17.0,24.0,11.0,16.0,9.0,0.0,21.0,9.0,16.0,0.0,11.0,4.0,0.0,4.0,2.0,4.0,12.0,0.0,6.0,6.0,7.0,6.0,18.0,7.0,0.0,20400.0,2.0,2.0,6702.51,3.28,1100.0,225.94,7684.0
2019-03-26,112.0,16.0,66.0,0.0,20.0,26.0,63.0,18.0,0.0,25.0,34.0,10.0,16.0,13.0,0.0,26.0,10.0,21.0,0.0,8.0,4.0,0.0,3.0,4.0,5.0,9.0,0.0,9.0,13.0,7.0,6.0,0.0,7.0,0.0,20400.0,2.0,2.0,6726.78,0.94,1508.0,180.93,7434.0
2019-03-27,130.0,44.0,88.0,0.0,18.0,39.0,31.0,23.0,0.0,15.0,21.0,11.0,18.0,12.0,0.0,23.0,11.0,16.0,0.0,9.0,9.0,0.0,4.0,4.0,4.0,11.0,0.0,10.0,9.0,8.0,6.0,0.0,7.0,0.0,20400.0,2.0,2.0,6743.78,0.0,2311.0,143.97,6608.0
2019-03-28,130.0,61.0,48.0,0.0,25.0,28.0,56.0,10.0,28.0,61.0,42.0,12.0,18.0,13.0,0.0,24.0,10.0,16.0,0.0,10.0,5.0,0.0,6.0,4.0,6.0,15.0,0.0,10.0,11.0,7.0,6.0,0.0,7.0,0.0,20400.0,3.0,3.0,6770.99,0.0,1962.0,74.62,6811.0
2019-03-29,136.0,25.0,78.0,0.0,21.0,24.0,35.0,22.0,17.0,32.0,35.0,16.0,15.0,13.0,0.0,22.0,14.0,25.0,10.0,20.0,3.0,0.0,4.0,7.0,7.0,15.0,7.0,16.0,14.0,7.0,5.0,2.0,7.0,0.0,24000.0,3.0,3.0,6788.49,0.0,872.0,75.17999999999999,5821.0
2019-03-30,175.0,37.0,92.0,20.0,20.0,57.0,29.0,10.0,17.0,43.0,47.0,25.0,41.0,15.0,0.0,40.0,12.0,31.0,16.0,19.0,7.0,0.0,8.0,8.0,7.0,14.0,1.0,16.0,0.0,10.0,8.0,4.0,7.0,0.0,24000.0,3.0,2.0,6770.320000000001,0.0,1097.0,84.39,5644.0
